ID	LABEL	Parent	IAO:0000115	IAO:0000119	IAO:0000117	IAO:0000118	obo:T4FS_0000564	obo:T4FS_0000565	oboInOwl:created_by	oboInOwl:creation_date	rdfs:comment	owl:deprecated	obo:IAO_0000233
obo:T4FS_0000639	DSM-2-C6	'confers compliance with' some 'R1. (meta)data are richly described with a plurality of accurate and relevant attributes'|'confers compliance with' some 'F2. data are described with rich metadata'|fairplus DSM content-related indicator	Dataset Descriptor includes Field-level Metadata as prescribed by a locally defined Dataset Model	https://fairplus.github.io/Data-Maturity/docs/Indicators/	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000642	DSM-2-C7	'confers compliance with' some 'R1. (meta)data are richly described with a plurality of accurate and relevant attributes'|'confers compliance with' some 'F2. data are described with rich metadata'|fairplus DSM content-related indicator	Dataset Descriptor includes Value-level Metadata or if applicable includes a reference to a locally defined Data Dictionary 	https://fairplus.github.io/Data-Maturity/docs/Indicators/	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000646	DSM-2-H1	'confers compliance with' some 'R1. (meta)data are richly described with a plurality of accurate and relevant attributes'|fairplus DSM hosting-environment capabilities indicator	The Data hosting environment's Persistence Model is aligned with a locally defined Domain Model to enable interpretation of Datasets	https://fairplus.github.io/Data-Maturity/docs/Indicators/	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000652	DSM-2-H2	'confers compliance with' some 'A1. (meta)data are retrievable by their identifier using a standardised communications protocol'|fairplus DSM hosting-environment capabilities indicator	Metadata hosting environment provides programmatic access and retrieval (API) for the Dataset Descriptor	https://fairplus.github.io/Data-Maturity/docs/Indicators/	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000658	DSM-2-H3	'confers compliance with' some 'F4. (meta)data are registered or indexed in a searchable resource'|fairplus DSM hosting-environment capabilities indicator	Data hosting environment offers the capability to browse and search related Datasets	https://fairplus.github.io/Data-Maturity/docs/Indicators/	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000602	DSM-2-R1	fairplus DSM representation and format indicator	Contextual Metadata is formally represented in the form of a locally defined Domain Model	https://fairplus.github.io/Data-Maturity/docs/Indicators/	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000589	DSM-2-R2	fairplus DSM representation and format indicator	Project collected Data are organized into structured Dataset(s) and conform to a locally defined Dataset Model	https://fairplus.github.io/Data-Maturity/docs/Indicators/	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000596	DSM-2-R3	fairplus DSM representation and format indicator	Dataset Descriptor(s) conforms to or extends a Standard Generic Dataset Descriptor Model to describe and represent structural metadata of Dataset(s)	https://fairplus.github.io/Data-Maturity/docs/Indicators/	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000608	DSM-2-R4	fairplus DSM representation and format indicator	Contextual Metadata represented in the form of a Domain Model is available in a Human Readable Format	https://fairplus.github.io/Data-Maturity/docs/Indicators/	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000632	DSM-3-C1	'confers compliance with' some 'R1.3 (meta)data meet domain-relevant community standards'|fairplus DSM content-related indicator	Where applicable, study-level / experimental metadata is reported in compliance with relevant Minimum Information Reporting Guidelines	https://fairplus.github.io/Data-Maturity/docs/Indicators/	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000619	DSM-3-C2	'confers compliance with' some 'R1.3 (meta)data meet domain-relevant community standards'|fairplus DSM content-related indicator	Where applicable, Dataset(s) scope and content are reported in compliance with relevant community-defined Data Reporting Guidelines	https://fairplus.github.io/Data-Maturity/docs/Indicators/	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000622	DSM-3-C3	'confers compliance with' some 'I1. (meta)data use a formal, accessible, shared, and broadly applicable language for knowledge representation'|fairplus DSM content-related indicator	Where applicable, Dataset Field Names use standard controlled terms as recommended by the adopted Standard	https://fairplus.github.io/Data-Maturity/docs/Indicators/	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000626	DSM-3-C4	'confers compliance with' some 'R1.3 (meta)data meet domain-relevant community standards'|'confers compliance with' some 'I2. (meta)data use vocabularies that follow fair principles'|fairplus DSM content-related indicator	Where applicable, Dataset Field Values are standardised against domain-specific Controlled Terminologies and/or Ontology Terms	https://fairplus.github.io/Data-Maturity/docs/Indicators/	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000643	DSM-3-C5	'confers compliance with' some 'A1. (meta)data are retrievable by their identifier using a standardised communications protocol'|'confers compliance with' some 'F2. data are described with rich metadata'|'confers compliance with' some 'F3. metadata clearly and explicitly include the identifier of the data they describe'|'confers compliance with' some 'I3. (meta)data include qualified references to other (meta)data'|'confers compliance with' some 'I2. (meta)data use vocabularies that follow fair principles'|fairplus DSM content-related indicator	Value Level Metadata includes Resolvable Identifiers for Controlled and/or Standard Terms reported in the Dataset 	https://fairplus.github.io/Data-Maturity/docs/Indicators/	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000640	DSM-3-C6	fairplus DSM content-related indicator	Dataset Descriptor includes standard-compliant Field-level Metadata as prescribed by the adopted standard Dataset Model.	https://fairplus.github.io/Data-Maturity/docs/Indicators/	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000638	DSM-3-C7	'confers compliance with' some 'F2. data are described with rich metadata'|fairplus DSM content-related indicator	Dataset Descriptor references a standard license under which the dataset can be re-used.	https://fairplus.github.io/Data-Maturity/docs/Indicators/	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000647	DSM-3-H1	'confers compliance with' some 'R1.3 (meta)data meet domain-relevant community standards'|fairplus DSM hosting-environment capabilities indicator	The Data hosting environment's Persistence Model is aligned with a standard Dataset model or compliant with relevant Minimum Information Reporting Guidelines	https://fairplus.github.io/Data-Maturity/docs/Indicators/	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000653	DSM-3-H2	'confers compliance with' some 'F1. (meta)data are assigned a globally unique and persistent identifier'|fairplus DSM hosting-environment capabilities indicator	For each dataset, the hosting environment maintains a globally unique, persistent and resolvable identifier for access and retrieval	https://fairplus.github.io/Data-Maturity/docs/Indicators/	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000659	DSM-3-H3	'confers compliance with' some 'F1. (meta)data are assigned a globally unique and persistent identifier'|fairplus DSM hosting-environment capabilities indicator	Data Hosting environment utilises controlled terms and/or ontology terms to search within Dataset content.	https://fairplus.github.io/Data-Maturity/docs/Indicators/	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000654	DSM-3-H4	'confers compliance with' some 'A1.2 the protocol allows for an authentication and authorisation procedure, where necessary'|fairplus DSM hosting-environment capabilities indicator	If applicable, Dataset hosting environment offers dataset-level authentication and authorisation capabilities	https://fairplus.github.io/Data-Maturity/docs/Indicators/	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000603	DSM-3-R1	fairplus DSM representation and format indicator	Contextual Metadata is formally represented and conforms to a standard defined Domain Model if available	https://fairplus.github.io/Data-Maturity/docs/Indicators/	https://orcid.org/0000-0002-7702-4495								
